,M_h,R_h,V_h,M_g,color_g,SFR_g
0,12.421148192492405,-6.116234147868588,1.953777479389458,10.566532867605172,1.083058317369052,6.988410777716141
1,12.440132150803079,-6.112770430932232,1.9335022263911052,10.609534933551068,1.084187042617898,7.01506005286301
2,12.605254435088757,-6.0641534965776165,1.7976794514908891,10.567929814089318,1.0983710999813237,7.061058984720688
3,12.427830682423373,-6.112765445534409,1.9508950758904173,10.600137934698921,1.0839495525327358,7.032455920449925
4,12.427650159873656,-6.128842165640838,1.9378600660980594,10.615418675900425,1.0829410210061186,7.035444107807987
5,12.45626088489835,-6.120214855945244,1.9421339820427923,10.599885399984888,1.0831152486208608,7.056662723668142
6,12.465581051557734,-6.133256371387612,1.9348567151715494,10.59304786981879,1.0831492378323206,6.976580317211237
7,12.546731775254674,-6.083659729708598,1.845945575713921,10.580037153799385,1.0983710926989574,7.048839165192255
8,12.42822977199452,-6.116035805133646,1.944419544339337,10.589962201264038,1.082833062320937,6.989784449647621
9,12.078147619343255,-6.247620760555406,2.0153776910701864,10.320274739569166,1.0940224615467533,7.609087265066497
10,12.059118043783604,-6.248747955194977,1.9851446134703228,10.306108182187057,1.0919520140030556,7.614097191723068
11,12.124083516237954,-6.224545264019071,2.117387924148543,10.377886639448944,1.112209824405162,7.6533046338152335
12,12.09330435863659,-6.234803984909508,2.0557557998833724,10.345178675797378,1.1122097789628167,7.624487321515381
13,12.110712735556271,-6.2289982334985385,2.046945035061288,10.328528533114289,1.0945094305002947,7.612400169503909
14,12.07355973561881,-6.236682884436919,2.00549179773164,10.304571883762817,1.09227318136973,7.611854954019283
15,12.256647035030072,-6.180346053167251,2.188625270168735,10.362439512840135,1.094509430746908,7.651179668476091
16,12.14539397800692,-6.21743613515743,2.2676334917894847,10.386232357632064,1.1016649627515889,7.712774717751244
17,12.132245577894727,-6.2218248415334445,2.133731620256324,10.386560184691772,1.1122086620774554,7.660946450489367
18,13.055806006101207,-5.916406826394253,2.0266882133206527,10.914790163981012,1.0958491588102215,7.214609877321288
19,12.948829380490476,-5.949623887521218,1.9991531736254193,10.890963078994334,1.1034720649672853,7.101250625719648
20,13.050382569720435,-5.919303879027024,2.0197427887116333,10.88191513258731,1.0958234279658907,7.218069991064204
21,13.017938436509462,-5.91653031245615,2.022814055082035,10.885047705418955,1.0956345153529932,7.146252685849863
22,13.061538519572785,-5.922053750751557,2.0176668130591318,10.892711179823344,1.0972457619360128,7.161257550491711
23,12.913521287246631,-5.961394193012606,1.9945059086070454,10.892181221401852,1.1034720709671306,7.067279381359304
24,12.713284744616473,-6.028145044184867,1.968150696686124,10.899089456928133,1.1034720726448193,6.874624273291558
25,13.034992548734115,-5.90845579327309,2.020560653054785,10.885264508856192,1.0955475483662147,7.1530777772281615
26,13.044342012136267,-5.915520048314707,2.0142471019515633,10.870126694506716,1.0947373873531738,7.169162778105873
27,12.291046697515858,-6.167991701343086,2.2140992124970373,10.375576639237112,1.0956268379804903,7.680630269986068
28,12.293657854785149,-6.166035950230546,2.2367622774145905,10.365134367570786,1.0952783706696612,7.663121410580942
29,12.367555333760569,-6.172961556372671,2.2297823653140902,10.346747752705845,1.0939237346446362,7.658417048916496
30,12.294771363557762,-6.17462103732054,2.216227030978405,10.373424060986254,1.0965310726069903,7.621075126218269
31,12.281229706602167,-6.168055956899027,2.2022933183658666,10.380344948177244,1.0958489285225825,7.632095376260708
32,12.272721014401412,-6.1584947696609404,2.2228180436082567,10.372257714259735,1.095665933281629,7.645909541628373
33,12.289306312460905,-6.169458122591914,2.2222461055476623,10.37156885322527,1.1139350122811877,7.66110217842767
34,12.241990543448525,-6.185232322856694,2.241563130532116,10.376863597100455,1.103394171148893,7.6800243444120895
35,12.14108386121597,-6.218878899844994,2.1926626324569884,10.27713042613192,1.097861566475976,7.654709981350717
36,12.425259197876553,-6.120517914100468,2.2462756219452022,10.398346395950643,1.0974671340520852,6.520132214719263
37,12.44658208085097,-6.125380570694853,2.2321637092637157,10.405183211424598,1.0963427316176928,6.5091199371935895
