,M_h,R_h,V_h,M_g,color_g,SFR_g
0,11.04281066773178,-6.584979337122111,2.31208304967971,8.848673325534506,0.7884311398804523,8.983198092365953
1,11.248321258115343,-6.516457341679368,2.26314737475844,8.86888709464005,0.6441962023880761,9.013867939198805
2,11.241255358396227,-6.518811919990702,2.2954961665665885,8.918537228083705,0.6292713352795751,8.904788351845488
3,11.1955431815681,-6.534058941013751,2.1153900607168423,8.904318868071526,0.5859769461586097,9.216548827354966
4,11.209209312480183,-6.529500949006642,2.034341381562275,9.017663059856329,0.8165603955614377,9.24713397318193
5,11.066292150107662,-6.575829997906607,2.052833765617718,8.888157404056011,0.949596699177089,6.686362096607249
6,11.155521419353256,-6.547409589216412,1.9326097687775707,8.994224683669911,0.475751728588592,9.350116995175426
7,11.139464032973738,-6.552754618966741,2.0608908518131264,8.932632740769082,0.5493011514359123,9.274210078217836
8,11.182468799276053,-6.538408725692845,2.2420852828099584,8.92709880062162,0.5372739676395082,9.221637862690457
9,11.151918846244461,-6.548604253279925,2.028288004978577,8.964009419689129,0.6084911775292807,9.42000677352906
10,11.181708852121613,-6.538669360100605,2.3663093627320326,8.938292853537051,0.567554085461698,9.065376339848296
11,11.232708215291304,-6.521673013476412,2.159117257873891,9.059338451458181,0.596424267114784,9.184968055698022
12,11.122841632370902,-6.558298044674707,2.0256471622188497,8.998884112712382,0.6355594154806129,9.37218906391436
13,11.31278366162741,-6.494975254350409,1.8184213378799197,9.03308090278505,0.7240864795874301,9.042562631633508
14,11.263232977541719,-6.511489431137956,2.230260745547676,9.050929518893133,0.5658427513955949,8.939009708038952
15,11.41369481421457,-6.461211479826895,0.893171450957922,8.979635942891274,0.46683893501694584,9.453075190765956
16,11.135956013141,-6.553911688525632,1.9651853758835875,9.04556697964078,0.3709237079818804,9.300291240643519
17,11.296075028539258,-6.500544274085065,1.8967452191350207,9.043290659757728,0.756139580239553,9.069034472012934
18,11.332825752446249,-6.488288052110721,1.8280502202489526,9.04559483413824,0.7381372496794351,9.070579646031533
19,11.195523377027909,-6.534072663385891,2.0385937062077737,9.051695940114735,0.5730113481526762,9.391023280088701
20,11.255312907798833,-6.514142499351939,2.103430386518946,9.065286545582882,0.5353943530549434,8.886489195533363
21,11.14143660312634,-6.552073746533723,2.1527111110139385,9.028661503665777,0.3937662448013096,9.591792542393659
22,11.440694661691769,-6.452326955341476,2.33387713182097,9.094823909297245,0.4303009260425865,9.86256182746227
23,11.223881110100475,-6.524618825058943,2.196924076558178,9.060025799977316,0.4775646004299559,9.448236482816151
24,11.251504591261167,-6.515404627803153,2.3455627600264988,8.959917473436446,0.6551219392861436,9.061822810366095
25,11.203257190396318,-6.53149292682478,2.048549917743924,9.064231630754016,0.551701270852917,9.408560954810207
26,11.22371911345333,-6.524681087003984,2.13553326458096,9.048100526299828,0.2877231652034998,9.146414309473395
27,11.207461828053592,-6.530095818349915,2.193816574453588,8.991524718223795,0.3448425160738556,9.225925277925521
28,11.394645904554626,-6.467687962581238,2.3376174797394906,9.104222577415031,0.12506304810222024,9.7698171434061
29,11.299360503570147,-6.499453830642934,2.0025856361184693,9.040402321255039,0.18583187651880814,9.659611897595424
30,11.240785034727534,-6.518977517006273,2.1668301325496904,9.018827903884558,0.6301610702602068,9.172720193699265
31,11.219036663309042,-6.522434666975832,2.1623773919063716,9.064868503494708,0.7126785345168954,7.461482183484436
32,11.371436822590374,-6.47543394903557,1.8986183968854582,9.142325869067975,0.7079258338039762,9.194970656575183
33,11.436947731405526,-6.453591827706394,2.1374660029472192,9.122305273894607,0.47363982717433734,9.567374326046991
34,11.206256844967237,-6.5304941324762,2.0469674103960562,9.119649434678985,0.5634659630588048,9.375466540804052
35,11.34469990144653,-6.484318674362379,2.1205742227586812,9.145894008723735,0.3187836641489171,9.844233169754038
36,11.121049291683665,-6.558893675058646,2.258065187888322,9.169800158179509,0.6186511552596246,9.301834303325538
37,11.25504765899525,-6.51422487541774,2.088934612822159,9.063191212876433,0.10198672209987009,9.36371929088598
38,11.207997116345453,-6.529907648295788,2.109347323790925,9.132916559523245,0.5619856082365353,9.082775346972436
39,11.230829253075775,-6.5222926299342,2.0852128775462027,9.134491284081726,0.8270502924371933,9.247053735610127
40,11.275500678436249,-6.507406883011243,2.14051484544235,9.13207304771482,0.6337395130895538,8.847683372630662
41,11.19440941406608,-6.534422181825316,2.1159905965258363,9.107383739803677,0.6686750709179952,9.145723076490782
42,11.214022190772692,-6.5278897781996355,2.098959365731512,9.108779716636803,0.7544848653301404,9.198330055113107
43,11.41065225613235,-6.462353701151509,2.3284763439529352,9.10433975909883,0.17942598143245475,9.784101076759438
44,11.233288021739462,-6.521484983642294,1.7384574886439594,9.17827563919418,0.656446209273486,9.23497311183345
45,11.39335575089959,-6.468122028790532,2.0247109601696547,9.19937962098576,0.48830268148836375,9.544622744434871
46,11.42272898663308,-6.458330700436907,2.1288488323447554,9.186698966371283,0.5577796429974402,9.36272379857312
47,11.380226222817472,-6.472500431394775,2.243698236743817,9.17836504234885,0.5299448820520528,9.63606454647123
48,11.562495497272115,-6.4117381027096005,2.301141214665519,9.173627745171094,0.7357514213894163,9.519750568408984
49,11.168392625681205,-6.543115067107596,2.2621205318468167,9.13278867582569,0.5920140450097042,9.301136706384815
50,11.380513655614017,-6.472414744574987,2.423060011560167,9.134753759585141,0.6340642982231546,9.551185673452812
51,11.166844266404688,-6.543614200634943,2.107401399189512,9.125716663724319,0.7006589998293263,9.182233480569826
52,11.400565055279289,-6.465706227390399,2.258058367874714,9.17836504234885,0.5505018044925932,9.635302613114387
53,11.347737242551483,-6.4833069554939415,2.123994416551617,9.145966245332508,0.31586262321570274,9.84866584124333
54,11.214747503298753,-6.527661265323733,1.8058038285229283,9.107566219034878,0.6588780292190008,9.127857473161342
55,11.345434328338278,-6.484086774742767,1.843776769462153,9.142404238622884,0.7245381679028445,9.131835788326049
56,11.36901545011548,-6.476228886572598,1.896500234301443,9.183322783316815,0.46844724214682276,9.584539828807452
57,11.259915344886895,-6.512589368121129,1.7858444940227964,9.112907728967887,0.11165083488770938,8.625319549961285
58,11.272664932898198,-6.508344658472986,2.505216206716448,9.218457960001155,0.3794053954172823,9.500412038448058
59,11.42486740615374,-6.457617497022601,2.137302603326542,9.304163531190722,0.5618584252525172,9.363685818375362
60,11.373429711596117,-6.474767678660746,1.9477363280266917,9.209979820473325,0.7453554783329099,9.192844040386403
61,11.362709293246654,-6.4783517421900285,2.458259814948913,9.202402919389096,0.6603600261841878,9.546393878816584
62,11.226385382574454,-6.523783695907081,2.0497069246255033,9.165295520581846,0.5736904769148143,9.403313566961819
63,11.085775857607283,-6.570650233407696,2.107213221373178,9.214191959736231,0.7577323126965662,9.301857793098408
64,11.050606141146565,-6.582371740542985,2.5697696148160576,9.182542376136016,0.8622204215244664,9.356992905772167
65,11.371926866775956,-6.475253363296341,2.666403601732014,9.258032704656484,0.5568310043843714,9.567618099159853
66,11.242241644588983,-6.518488186982413,2.0902785880712487,9.22676870479986,0.8278139273945521,9.24064259086923
67,11.449873682857788,-6.449271728425806,2.344680441667621,9.387784663953497,0.3418457485050303,10.133782202770194
68,11.551222472654876,-6.41548542649875,1.9301753032285516,9.382972867738513,0.6215742292004548,9.761112387739507
69,11.503462331831248,-6.431413187217818,1.9068838636370438,9.330513679037296,0.6501058587157649,9.732545865561004
70,11.446523518388272,-6.450402843980735,1.9524083015674132,9.365706668314496,0.7790963069419222,9.36207427517725
71,11.410494122052542,-6.462403490064455,2.044999889132319,9.491416541498461,0.46074006749141516,10.200174965314913
72,11.475627043896726,-6.44068770399373,1.9338943699142805,9.407565969131294,0.8284121739177763,9.31126333276854
73,11.100493974152041,-6.565750989058707,2.2218438930639897,9.268193070696663,0.6773131589301943,9.125088828678443
74,11.55714664398953,-6.4135189094191185,2.234590151052447,9.402770753095673,0.6297917761969273,9.487872864898703
75,11.727805915431828,-6.356636412012388,2.212913228490233,9.458175420131461,0.4599507197651368,9.40844043407378
