M_h,R_h,V_h,M_g,color_g,SFR_g
11.943654502190798,-6.284673969708478,2.0554916256775786,10.047403960868246,0.5708580017089844,10.093579065136971
11.422329523930694,-6.4584638709260185,2.1368990673147006,9.215218408470122,0.5616703033447266,9.358926429045624
9.791833210040197,-7.001970916948562,2.300751315266831,7.33831394990597,0.730555534362793,7.634876849541095
10.523213710743478,-6.758177826420952,2.3417532189672103,7.347050962235501,0.6046257019042969,7.127333674045245
10.891524928045845,-6.635401613863543,1.763760891603137,8.37469515725511,0.16008758544921875,8.697247872262318
10.432148302770283,-6.788509079770376,1.702908921684234,7.234104102333463,0.6643218994140625,7.023315408979037
10.703802245128571,-6.697976444429607,1.842575761514869,6.832127811803045,0.7020606994628906,7.750640252281903
11.185082796253852,-6.537547775679366,2.7200544230858408,8.569720382852415,0.5555915832519531,9.428333460994493
9.833817580485544,-6.987971549705287,2.186864084638894,6.906102367915536,0.7040872573852539,7.537472548760428
10.32867082187124,-6.8230182405771025,1.812037582649783,7.023900864826542,0.4998941421508789,6.6561387538757595
10.137290105575595,-6.8867867432794,2.246137886121113,7.381324177920022,0.7670068740844727,8.215487767414619
11.884633014891318,-6.304358350669785,2.101359940957826,10.007232847713734,0.5464115142822266,10.285542371540972
10.762967658705703,-6.678250810141665,2.301587747119355,7.688687933867725,0.2782297134399414,8.28899669557962
11.402413501609718,-6.465088752346851,2.259363454179113,9.195584624335144,0.5523700714111328,9.635233366616578
10.386697648115018,-6.803662803633618,2.594688986190016,7.317147009818673,0.7035961151123047,7.326637902416914
10.77560581721574,-6.674042225809946,2.0278497214852855,8.035423493905633,0.7675371170043945,7.670412337830053
10.568083719663022,-6.743187474447943,2.214129950395374,6.828931760959478,0.6954488754272461,7.499827610587468
10.790503314549099,-6.669079988651401,2.122753392235137,7.596564197947842,0.8025598526000977,7.605672315862746
9.829723918211709,-6.98932534707921,2.297461918353483,6.951733595410677,0.6948814392089844,7.148274542145208
10.485220372514235,-6.77082902810019,2.2581985959721993,7.320764580346115,0.7397956848144531,5.890369664046182
9.535715862044343,-7.087330888059035,2.440340244829242,7.084090490132635,0.6805953979492188,6.785850245042324
11.345218379400682,-6.484158635868879,1.8433213134946105,9.08197475053173,0.7246761322021484,9.131311457560258
10.076954553939185,-6.906917107707906,2.115368222847608,7.318506256433925,0.7097978591918945,6.952916539903493
11.132347800915525,-6.555108440517375,2.1689235032339576,8.404544236414555,0.20693588256835938,9.438443420266687
10.879134949146106,-6.639542092016123,1.8636179705062996,8.143626505766967,0.8322935104370117,8.072019310986686
10.652150609705272,-6.715172831668963,2.2569112746251143,6.9135070632943085,-0.13344860076904297,7.003981515348591
10.240143253808538,-6.852511175753594,2.1346571057718444,7.652201497057485,0.7442493438720703,7.07820876641998
11.274314801463255,-6.5078106684607135,1.9848016726511422,9.044847351432518,0.1701793670654297,8.704275053952907
10.318576722931137,-6.82638126068116,2.1967336179235857,7.012753477908638,0.6776552200317383,6.529655401711651
10.68014395713724,-6.705841891552902,2.3824244963043766,7.688910688835486,0.5353450775146484,7.385450412791717
11.633966333376328,-6.387917258289782,1.984660687414376,9.78739796108658,0.778076171875,9.730092188167136
10.723887965646558,-6.691285473076227,2.165292436894015,7.682057883681573,0.8138208389282227,6.802064477932399
10.80463670583622,-6.664369728396519,2.4927920516556523,6.901608772649337,0.692601203918457,7.139030621648432
10.808895445254835,-6.662929597879152,2.172390589873382,8.026823960665382,0.46164894104003906,7.181117496537214
10.53540747904975,-6.7540874773486745,2.4553364071351176,7.690058537573577,0.6050405502319336,7.992648831255716
10.2135316320982,-6.861383952205152,2.36800230722191,7.16910774802313,0.6830329895019531,7.101578700424449
10.190288350391704,-6.869136587151087,2.3285853590765204,7.36862968412299,0.8182249069213867,7.000045093855755
11.662182243077968,-6.378514727591225,2.176848396257389,9.77609833337957,0.45479774475097656,10.31538206605399
10.298938620243518,-6.832928989707424,2.1118751021791367,6.838011889783285,0.6942834854125977,7.210551389304547
10.354470310073918,-6.814394501613182,2.379335842292889,7.270814249707418,0.7534198760986328,5.921868387484796
10.89973456093936,-6.632647612307918,1.930478428302511,8.266802764147506,0.916534423828125,8.20462490379625
10.92246676867636,-6.625092166298381,2.134642719569016,8.117072442721778,0.877202033996582,7.892626387939276
10.236156724598723,-6.853844950100976,2.2176191100587963,6.806607882463683,0.6982288360595703,7.517633843294085
10.392101023675309,-6.8018474718563136,1.995940890739894,6.921418742746957,0.6438112258911133,7.708527072676075
9.65829525114171,-7.046483372313819,2.4390453567973567,7.054261455439545,0.7687015533447266,6.807760317106335
10.535332914405863,-6.754128153939422,2.2536197677242433,7.175632285829174,0.44196605682373047,6.718601262918197
10.644735427723894,-6.717638008743979,2.103613040971477,7.141597972661617,0.7112827301025391,6.890120293274955
11.051816532289154,-6.581982156774742,1.7260473609939113,8.793229254604922,0.6972084045410156,8.493846603454328
10.407489203337864,-6.7967537689889745,1.995441333939733,7.243818630139286,0.7366733551025391,6.432770160470138
10.14526051058506,-6.884147753548369,2.261512074190221,7.121315382168377,0.6992511749267578,7.107923862992158
11.866355527687894,-6.310451456246505,2.4410308445945006,10.270153570096133,1.1004581451416016,8.152153508659849
9.733389813475146,-7.021419485178398,2.281172473237658,6.92344355131274,0.6871376037597656,7.25298530803829
10.258929223532244,-6.846250021063503,2.0626454936650767,7.15071313102152,0.5813808441162109,7.3568284690129495
9.831183858647892,-6.988848257259791,1.841140472772487,7.315000387783794,0.7618379592895508,6.990658829916863
10.268292597586525,-6.843129639693953,2.3093788932516506,6.8988243944816094,0.7052688598632812,6.840920493975764
10.79357924625986,-6.668034290792561,2.0279515454942607,7.351218937557021,0.7196006774902344,7.7164550088000965
10.53320458509996,-6.7548191516304605,2.171374487814416,7.580132035267314,0.8438119888305664,6.759782361962898
10.468824587331724,-6.776311089817799,2.352781933460757,7.408569564722332,0.03674507141113281,8.202845283530497
11.023564552887976,-6.591395202307773,2.0709251211214688,8.674518035636154,0.4945335388183594,9.124303646632551
10.293757865002993,-6.834636739402575,2.51475979926884,7.509227234731947,0.8242969512939453,7.329455186678851
10.434655124899729,-6.787687097993819,1.7834496510255504,7.109190950923624,0.5402584075927734,6.6954291215900055
11.58628642739441,-6.403826660465494,2.0193547266516356,9.795888938286494,0.7763748168945312,9.69531738684072
10.62137803347331,-6.725435367385764,2.0376197267120943,7.654673413977762,0.5536289215087891,7.995572090095669
10.428721772816973,-6.789646085820314,2.452626781670694,7.104227515475193,0.6883182525634766,7.750895525685848
10.851744675615237,-6.648661037157189,2.1169687346813686,7.936584349804696,0.7519712448120117,6.9633886308479305
10.774927938749581,-6.674252297024275,2.0420320025431735,7.999062023534775,0.8368768692016602,7.784441599600699
10.371550486299617,-6.808722449002345,2.2060643194498737,7.163207516314506,0.5675077438354492,7.481696159506392
10.65444781619293,-6.714401493720362,1.8752998512848018,7.512537677004438,0.7925758361816406,6.540113937612909
10.039720830418833,-6.91932532111254,2.2024024843491206,7.021202617229839,0.7044744491577148,6.169642852796318
10.763136705582282,-6.678210593692098,2.068140547875298,8.047533450727721,0.8450145721435547,6.997100844579434
